,Type,Location,Title,Number of Guest,Number of Bedroom,Studio,Number of Bed,Number of Bath,Self Check-in,Air Conditioning,Wifi,Washer,Kitchen,Breakfast,Pets allowed,Free parking,Elevator,Gym,Indoor fireplace,Pool,Rate (out of 5),Reviews,Price (per Night),Link
10,Entire guest suite,Lynchburg,"Private Duplex close to LU, shopping, and airport!",5,1,No,1,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,4.88,188,46,https://www.airbnb.com/rooms/25056373?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
11,Entire house,Fancy Gap,The Hexagon House,4,2,No,2,2,No,Yes,No,No,No,No,No,No,No,No,No,No,4.22,59,125,https://www.airbnb.com/rooms/35418699?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
12,Entire guest suite,Cave Spring,"Bohemian Oasis, Completely Private Guest Suite",2,1,No,1,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,4.98,182,55,https://www.airbnb.com/rooms/38801109?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
13,Entire cabin,Spotsylvania Courthouse,The Adrian Cabin,2,1,No,1,1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,4.93,134,181,https://www.airbnb.com/rooms/16626698?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
14,Dome house,Strasburg,The Dome at Our Farm,2,1,No,1,1,No,No,No,No,No,No,No,Yes,No,No,No,No,4.95,153,96,https://www.airbnb.com/rooms/31389726?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
15,Entire house,Paris,Ashby's Perch -- A Very Special Retreat,2,1,No,1,1,No,Yes,No,No,No,No,No,No,No,No,No,No,4.97,173,275,https://www.airbnb.com/rooms/12543342?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
16,Treehouse,Charlottesville,Mountain Time Enchanted Tree Cottage,2,NaN,Yes,1,1,No,Yes,No,No,No,Yes,No,No,No,No,No,No,4.97,116,120,https://www.airbnb.com/rooms/20978933?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
17,Yurt,West Augusta,Mountain Octagon: nature-views-art!,2,1,No,2,2,Yes,No,No,No,No,No,No,No,No,No,No,No,4.94,383,181,https://www.airbnb.com/rooms/1479348?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
18,Entire guesthouse,Appomattox,Little Brick Cottage,2,1,No,1,1,Yes,Yes,No,No,No,No,No,No,No,No,No,No,4.88,17,71,https://www.airbnb.com/rooms/31541183?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
19,Farm stay,Monterey,Best views in Highland County !,6,1,No,2,1,No,Yes,No,No,No,No,No,No,No,No,No,No,4.99,176,125,https://www.airbnb.com/rooms/17545248?previous_page_section_name=1000&federated_search_id=eac89361-cccf-4822-b3c8-fc6de10c5f47
